dataset,model,size,full model name,snapshot,seed,raw_prediction,answer_only,correct,template_id,text,operator,num1,num2,items,verb,answer,answer_str,number_format,id
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: I got to school with ten pens. I bought two pens before lunch. How many do I have? 
Answer: I'm not sure. I'm not sure. I'm not sure. I'm not sure.",I'm not sure. I'm not sure. I'm not sure. I'm not sure.,FALSE,4,"Question: I got to school with ten pens. I bought two pens before lunch. How many do I have? 
Answer:",+,10,2,pens,bought,12,twelve,textual,73
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: I got to school with two sharpies. I bought one sharpies before lunch. How many do I have? 
Answer: I'm not sure I'm not sure I'm not sure I'm not sure I'm not sure",I'm not sure I'm not sure I'm not sure I'm not sure I'm not sure,FALSE,4,"Question: I got to school with two sharpies. I bought one sharpies before lunch. How many do I have? 
Answer:",+,2,1,sharpies,bought,3,three,textual,74
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: I got to school with two pens. I bought two pens before lunch. How many do I have? 
Answer: I'm not sure. I'm not sure. I'm not sure. I'm not sure.",I'm not sure. I'm not sure. I'm not sure. I'm not sure.,FALSE,4,"Question: I got to school with two pens. I bought two pens before lunch. How many do I have? 
Answer:",+,2,2,pens,bought,4,four,textual,75
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: I got to school with four pens. I bought three pens before lunch. How many do I have? 
Answer: I'm not sure. I'm not sure. I'm not sure. I'm not sure.",I'm not sure. I'm not sure. I'm not sure. I'm not sure.,FALSE,4,"Question: I got to school with four pens. I bought three pens before lunch. How many do I have? 
Answer:",+,4,3,pens,bought,7,seven,textual,76
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: I got to school with seven pens. I bought two pens before lunch. How many do I have? 
Answer: I'm not sure. I'm not sure. I'm not sure. I'm not sure.",I'm not sure. I'm not sure. I'm not sure. I'm not sure.,FALSE,4,"Question: I got to school with seven pens. I bought two pens before lunch. How many do I have? 
Answer:",+,7,2,pens,bought,9,nine,textual,77
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: I got to school with six pens. I bought one pens before lunch. How many do I have? 
Answer: I'm not sure. I'm not sure. I'm not sure. I'm not sure.",I'm not sure. I'm not sure. I'm not sure. I'm not sure.,FALSE,4,"Question: I got to school with six pens. I bought one pens before lunch. How many do I have? 
Answer:",+,6,1,pens,bought,7,seven,textual,78
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: I got to school with ten pencils. I bought ten pencils before lunch. How many do I have? 
Answer: I'm not sure. I'm not sure. I'm not sure. I'm not sure.",I'm not sure. I'm not sure. I'm not sure. I'm not sure.,TRUE,4,"Question: I got to school with ten pencils. I bought ten pencils before lunch. How many do I have? 
Answer:",+,10,10,pencils,bought,20,,textual,79
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, nine workers were employed before four workers were hired. How many workers are employed now? 
Answer:
",,FALSE,5,"Question: In the company, nine workers were employed before four workers were hired. How many workers are employed now? 
Answer:",+,9,4,workers,hired,13,thirteen,textual,80
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, six employees were employed before one employees were hired. How many employees are employed now? 
Answer:
",,FALSE,5,"Question: In the company, six employees were employed before one employees were hired. How many employees are employed now? 
Answer:",+,6,1,employees,hired,7,seven,textual,81
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, five consultants were employed before two consultants were hired. How many consultants are employed now? 
Answer:
",,FALSE,5,"Question: In the company, five consultants were employed before two consultants were hired. How many consultants are employed now? 
Answer:",+,5,2,consultants,hired,7,seven,textual,82
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, five consultants were employed before five consultants were hired. How many consultants are employed now? 
Answer:
",,FALSE,5,"Question: In the company, five consultants were employed before five consultants were hired. How many consultants are employed now? 
Answer:",+,5,5,consultants,hired,10,ten,textual,83
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, nine workers were employed before five workers were hired. How many workers are employed now? 
Answer:
",,FALSE,5,"Question: In the company, nine workers were employed before five workers were hired. How many workers are employed now? 
Answer:",+,9,5,workers,hired,14,fourteen,textual,84
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, five consultants were employed before one consultants were hired. How many consultants are employed now? 
Answer:
",,FALSE,5,"Question: In the company, five consultants were employed before one consultants were hired. How many consultants are employed now? 
Answer:",+,5,1,consultants,hired,6,six,textual,85
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, nine employees were employed before three employees were hired. How many employees are employed now? 
Answer:
",,FALSE,5,"Question: In the company, nine employees were employed before three employees were hired. How many employees are employed now? 
Answer:",+,9,3,employees,hired,12,twelve,textual,86
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, ten workers were employed before four workers were hired. How many workers are employed now? 
Answer:
",,FALSE,5,"Question: In the company, ten workers were employed before four workers were hired. How many workers are employed now? 
Answer:",+,10,4,workers,hired,14,fourteen,textual,87
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, five employees were employed before five employees were hired. How many employees are employed now? 
Answer:
",,FALSE,5,"Question: In the company, five employees were employed before five employees were hired. How many employees are employed now? 
Answer:",+,5,5,employees,hired,10,ten,textual,88
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, one employee were employed before one employees were hired. How many employee are employed now? 
Answer:
",,FALSE,5,"Question: In the company, one employee were employed before one employees were hired. How many employee are employed now? 
Answer:",+,1,1,employees,hired,2,two,textual,89
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, one worker were employed before one workers were hired. How many worker are employed now? 
Answer:
",,FALSE,5,"Question: In the company, one worker were employed before one workers were hired. How many worker are employed now? 
Answer:",+,1,1,workers,hired,2,two,textual,90
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, five consultants were employed before two consultants were hired. How many consultants are employed now? 
Answer:
",,FALSE,5,"Question: In the company, five consultants were employed before two consultants were hired. How many consultants are employed now? 
Answer:",+,5,2,consultants,hired,7,seven,textual,91
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, seven workers were employed before five workers were hired. How many workers are employed now? 
Answer:
",,FALSE,5,"Question: In the company, seven workers were employed before five workers were hired. How many workers are employed now? 
Answer:",+,7,5,workers,hired,12,twelve,textual,92
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, two employees were employed before one employees were hired. How many employees are employed now? 
Answer:
",,FALSE,5,"Question: In the company, two employees were employed before one employees were hired. How many employees are employed now? 
Answer:",+,2,1,employees,hired,3,three,textual,93
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, ten employees were employed before nine employees were hired. How many employees are employed now? 
Answer:
",,TRUE,5,"Question: In the company, ten employees were employed before nine employees were hired. How many employees are employed now? 
Answer:",+,10,9,employees,hired,19,,textual,94
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, three employees were employed before one employees were hired. How many employees are employed now? 
Answer:
",,FALSE,5,"Question: In the company, three employees were employed before one employees were hired. How many employees are employed now? 
Answer:",+,3,1,employees,hired,4,four,textual,95
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, one consultant were employed before one consultants were hired. How many consultant are employed now? 
Answer:
",,FALSE,5,"Question: In the company, one consultant were employed before one consultants were hired. How many consultant are employed now? 
Answer:",+,1,1,consultants,hired,2,two,textual,96
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, four consultants were employed before one consultants were hired. How many consultants are employed now? 
Answer:
",,FALSE,5,"Question: In the company, four consultants were employed before one consultants were hired. How many consultants are employed now? 
Answer:",+,4,1,consultants,hired,5,five,textual,97
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, seven workers were employed before five workers were hired. How many workers are employed now? 
Answer:
",,FALSE,5,"Question: In the company, seven workers were employed before five workers were hired. How many workers are employed now? 
Answer:",+,7,5,workers,hired,12,twelve,textual,98
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the company, three workers were employed before one workers were hired. How many workers are employed now? 
Answer:
",,FALSE,5,"Question: In the company, three workers were employed before one workers were hired. How many workers are employed now? 
Answer:",+,3,1,workers,hired,4,four,textual,99
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the supermarket there are three yogurt boxes, after three yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:
",,FALSE,6,"Question: In the supermarket there are three yogurt boxes, after three yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:",+,3,3,yogurt boxes,arrived from the factory,6,six,textual,100
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the supermarket there are four bread packages, after three bread packages arrived from the factory how many bread packages are there? 
Answer:
",,FALSE,6,"Question: In the supermarket there are four bread packages, after three bread packages arrived from the factory how many bread packages are there? 
Answer:",+,4,3,bread packages,arrived from the factory,7,seven,textual,101
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the supermarket there are two yogurt boxes, after two yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:
",,FALSE,6,"Question: In the supermarket there are two yogurt boxes, after two yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:",+,2,2,yogurt boxes,arrived from the factory,4,four,textual,102
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the supermarket there are four yogurt boxes, after two yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:
",,FALSE,6,"Question: In the supermarket there are four yogurt boxes, after two yogurt boxes arrived from the factory how many yogurt boxes are there? 
Answer:",+,4,2,yogurt boxes,arrived from the factory,6,six,textual,103
implicit_small,pythia,medium,EleutherAI/pythia-1.4b-deduped,1000,42,"Question: In the supermarket there are five milk crates, after two milk crates arrived from the factory how many milk crates are there? 
Answer:
",,FALSE,6,"Question: In the supermarket there are five milk crates, after two milk crates arrived from the factory how many milk crates are there? 
Answer:",+,5,2,milk crates,arrived from the factory,7,seven,textual,104
